trial_id,participant_id,density,nback,RAW,TOR_PRESENT,TOR_ANCHORED,OWNER_WINDOW_ELIGIBLE,LANE_CHANGE_ANCHORED,MANUAL_WINDOW_ELIGIBLE,OWNER_ANALYSIS_SET,tor_state,lane_change_state,handback_state,t_tor,t_manual_start,t_lane_change,t_handback,excluded_from_TOR_PRESENT,excluded_from_TOR_ANCHORED,excluded_from_OWNER_WINDOW_ELIGIBLE,excluded_from_LANE_CHANGE_ANCHORED,excluded_from_MANUAL_WINDOW_ELIGIBLE
density_10_nback_2_id_12,12,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9495868683,27.3504886627,31.7497177124,43.5000801086,,,,,
density_10_nback_2_id_13,13,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9003047943,29.3496646881,34.2497062683,42.7996635437,,,,,
density_10_nback_2_id_14,14,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9003543854,27.8501663208,30.300409317,35.150554657,,,,,
density_10_nback_2_id_15,15,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9000720978,30.5500297546,36.9000854492,44.3008804321,,,,,
density_10_nback_2_id_16,16,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9000492096,28.5506896973,33.1507873535,45.1509094238,,,,,
density_10_nback_2_id_17,17,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,27.0000743866,28.1002063751,32.4000740051,41.1000518799,,,,,
density_10_nback_2_id_18,18,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9501113892,28.400056839,34.2500610352,63.2501449585,,,,,
density_10_nback_2_id_19,19,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9002304077,28.3003139496,34.6501731873,46.800819397,,,,,
density_10_nback_2_id_1,1,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8994789124,29.1990127563,31.6989536285,46.699836731,,,,,
density_10_nback_2_id_20,20,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9499568939,29.5504302979,32.450717926,51.9503936768,,,,,
density_10_nback_2_id_21,21,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9007053375,29.1002025604,32.5507965088,63.4001274109,,,,,
density_10_nback_2_id_22,22,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9492492676,29.19962883,34.5994377136,38.1498832703,,,,,
density_10_nback_2_id_23,23,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,26.9493350983,28.5493240356,33.1502418518,42.4501419067,,,,,
density_10_nback_2_id_24,24,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9498271942,29.8000640869,32.5999794006,46.4002113342,,,,,
density_10_nback_2_id_25,25,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9002094269,28.149389267,32.4496231079,46.8997192383,,,,,
density_10_nback_2_id_26,26,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9496383667,28.6996154785,33.0500297546,41.8998947144,,,,,
density_10_nback_2_id_27,27,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500846863,28.7001342773,31.4002857208,57.7504615784,,,,,
density_10_nback_2_id_28,28,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8996696472,28.0004711151,34.5996208191,43.8504486084,,,,,
density_10_nback_2_id_29,29,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9506282806,28.9506225586,31.9506950378,43.7501983643,,,,,
density_10_nback_2_id_2,2,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500465393,28.8500213623,33.2500076294,39.9493522644,,,,,
density_10_nback_2_id_30,30,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8999843597,28.6995658875,34.2994346619,50.2998390198,,,,,
density_10_nback_2_id_31,31,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9003314972,28.3508014679,34.1001930237,47.3503646851,,,,,
density_10_nback_2_id_32,32,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500541687,28.450466156,31.5996551514,43.8004760742,,,,,
density_10_nback_2_id_33,33,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.950296402,28.6502971649,33.7501182556,45.3002052307,,,,,
density_10_nback_2_id_34,34,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9494915009,28.5499858856,34.0995826721,47.6997718811,,,,,
density_10_nback_2_id_35,35,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9498710632,29.8005867004,33.1504249573,42.0505371094,,,,,
density_10_nback_2_id_36,36,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.900800705,28.8505134583,34.3505783081,50.3002662659,,,,,
density_10_nback_2_id_37,37,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9495677948,28.749797821,37.0998344421,51.2499847412,,,,,
density_10_nback_2_id_38,38,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8994007111,29.0494232178,34.0999679565,47.399307251,,,,,
density_10_nback_2_id_39,39,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9491825104,28.6491584778,34.4991912842,61.5992240906,,,,,
density_10_nback_2_id_3,3,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9498748779,27.2995510101,35.1497879028,42.1000061035,,,,,
density_10_nback_2_id_40,40,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500045776,27.6495037079,34.7995605469,46.8493881226,,,,,
density_10_nback_2_id_41,41,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9499759674,27.8998088837,33.0501251221,86.6002426147,,,,,
density_10_nback_2_id_42,42,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9502124786,28.9001560211,35.4501876831,44.8000221252,,,,,
density_10_nback_2_id_43,43,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500598907,28.8998394012,33.9502105713,50.4495010376,,,,,
density_10_nback_2_id_44,44,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9497432709,28.3002109528,34.3501815796,46.8996925354,,,,,
density_10_nback_2_id_45,45,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9507350922,28.6501102448,33.9500045776,53.5500450134,,,,,
density_10_nback_2_id_46,46,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8996257782,27.5496349335,31.899646759,38.1002426147,,,,,
density_10_nback_2_id_47,47,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.900806427,28.7004051208,32.7505187988,47.3002586365,,,,,
density_10_nback_2_id_48,48,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9000911713,28.7999782562,40.7000083923,60.40001297,,,,,
density_10_nback_2_id_49,49,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,27.0001468658,29.5002307892,34.7500648499,67.900100708,,,,,
density_10_nback_2_id_4,4,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8999919891,29.3500671387,32.59998703,38.7003517151,,,,,
density_10_nback_2_id_50,50,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.8998947144,29.0997276306,33.9993438721,46.5998268127,,,,,
density_10_nback_2_id_51,51,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9497699738,28.1997661591,35.6498413086,47.7004623413,,,,,
density_10_nback_2_id_52,52,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500656128,28.6991081238,32.6999397278,45.500087738,,,,,
density_10_nback_2_id_53,53,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500427246,28.5001811981,33.4001731873,47.9501266479,,,,,
density_10_nback_2_id_54,54,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9496936798,28.1496105194,34.5004272461,43.9999275208,,,,,
density_10_nback_2_id_55,55,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,27.0004673004,29.4509735107,35.6502075195,48.850276947,,,,,
density_10_nback_2_id_56,56,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9001274109,30.3999614716,35.1999320984,43.6002845764,,,,,
density_10_nback_2_id_57,57,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9002361298,28.3501796722,34.0000038147,46.4001045227,,,,,
density_10_nback_2_id_5,5,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9501018524,29.5502166748,35.0498352051,47.2501945496,,,,,
density_10_nback_2_id_6,6,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9502677917,28.4504299164,34.9501991272,42.0001716614,,,,,
density_10_nback_2_id_7,7,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,27.0000305176,29.2002716064,35.0000610352,45.949256897,,,,,
density_10_nback_2_id_8,8,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9000968933,28.5500297546,30.6000347137,54.1501083374,,,,,
density_10_nback_2_id_9,9,10,2,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,26.9500274658,28.6003475189,34.4501113892,45.8500022888,,,,,
density_20_nback_0_id_10,10,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6003189087,49.4007225037,55.7502212524,66.8005142212,,,,,
density_20_nback_0_id_11,11,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.9763565063,53.8761672974,67.5263137817,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_12,12,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6495780945,49.1997795105,54.0995750427,67.1504058838,,,,,
density_20_nback_0_id_13,13,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.7005805969,51.5499458313,55.7501831055,68.6000213623,,,,,
density_20_nback_0_id_14,14,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.6994285583,49.7995986938,56.6493339539,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_15,15,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.6496200562,59.4491653442,70.2996673584,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_16,16,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6492767334,49.7995452881,55.4001579285,71.0999145508,,,,,
density_20_nback_0_id_17,17,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6004524231,49.7510299683,55.0498428345,64.7001876831,,,,,
density_20_nback_0_id_18,18,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.650302887,49.450088501,60.5001716614,74.350189209,,,,,
density_20_nback_0_id_19,19,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6002845764,49.4502792358,55.1005363464,67.3500442505,,,,,
density_20_nback_0_id_1,1,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.7006225586,62.950668335,75.1998901367,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_20,20,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501426697,50.200012207,55.7503089905,69.0503768921,,,,,
density_20_nback_0_id_21,21,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6494750977,49.8495330811,55.0503692627,69.4495925903,,,,,
density_20_nback_0_id_22,22,20,0,True,True,True,False,False,True,UNKNOWN,SINGLE,ABSENT_COLUMN,SINGLE,48.6504592896,49.900604248,,61.7501296997,,,lane change ABSENT_COLUMN,lane change ABSENT_COLUMN,
density_20_nback_0_id_23,23,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6496810913,50.700176239,55.3000259399,62.2500267029,,,,,
density_20_nback_0_id_24,24,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.5999832153,49.6000099182,51.8498573303,64.5497665405,,,,,
density_20_nback_0_id_25,25,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6992797852,49.7493286133,56.1492614746,66.349281311,,,,,
density_20_nback_0_id_26,26,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501045227,50.3000297546,54.450012207,64.4501037598,,,,,
density_20_nback_0_id_27,27,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6499557495,50.8996696472,55.8997383118,68.550201416,,,,,
density_20_nback_0_id_28,28,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501426697,49.5500717163,56.8000450134,65.6000976562,,,,,
density_20_nback_0_id_29,29,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6494750977,49.9999160767,56.199924469,65.2993927002,,,,,
density_20_nback_0_id_2,2,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6503601074,50.3499107361,55.1497993469,63.0504188538,,,,,
density_20_nback_0_id_30,30,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.5999298096,49.3502464294,55.2500648499,65.6995925903,,,,,
density_20_nback_0_id_31,31,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.649646759,54.9495124817,69.3494720459,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_32,32,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6503295898,50.6502456665,55.4505233765,63.00025177,,,,,
density_20_nback_0_id_33,33,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6000595093,49.6498336792,54.7999038696,68.1001815796,,,,,
density_20_nback_0_id_34,34,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6503334045,49.5006523132,54.5503692627,65.8009338379,,,,,
density_20_nback_0_id_35,35,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501426697,49.4999961853,54.8493804932,65.1499252319,,,,,
density_20_nback_0_id_36,36,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,47.999874115,51.350063324,72.2500839233,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_37,37,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6001815796,49.4000663757,59.4500350952,73.300453186,,,,,
density_20_nback_0_id_38,38,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6001091003,49.1994857788,57.0995559692,70.4994506836,,,,,
density_20_nback_0_id_39,39,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6500396729,50.4501075745,63.1007575989,72.0503692627,,,,,
density_20_nback_0_id_3,3,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,MULTI_FIRST_TAKEN_AS_END_OF_FIRST_MANUAL_EPISODE,48.6500968933,50.1505622864,71.3505477905,75.1506958008,,,,,
density_20_nback_0_id_40,40,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.650642395,50.1003723145,54.90026474,63.5498123169,,,,,
density_20_nback_0_id_41,41,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6000137329,50.1492042542,54.3499794006,81.1993103027,,,,,
density_20_nback_0_id_42,42,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6500663757,49.8503417969,59.6003799438,72.0497131348,,,,,
density_20_nback_0_id_43,43,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.649307251,49.3502082825,54.3001708984,69.2499389648,,,,,
density_20_nback_0_id_44,44,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6496009827,50.0000648499,55.6494941711,69.5499267578,,,,,
density_20_nback_0_id_45,45,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6491241455,50.2990188599,55.3490905762,75.2992401123,,,,,
density_20_nback_0_id_46,46,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.5994110107,49.5493049622,54.8493461609,60.4492530823,,,,,
density_20_nback_0_id_47,47,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.7001037598,50.0498924255,56.4002227783,72.900177002,,,,,
density_20_nback_0_id_48,48,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.7000770569,49.2501525879,65.5001220703,84.7500762939,,,,,
density_20_nback_0_id_49,49,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501502991,50.0001373291,62.5501289368,95.0499801636,,,,,
density_20_nback_0_id_4,4,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6501960754,49.3503913879,52.2001876831,64.3003234863,,,,,
density_20_nback_0_id_50,50,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.7000770569,49.2000045776,54.4995613098,69.9500579834,,,,,
density_20_nback_0_id_51,51,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6500320435,49.4506835938,56.0001831055,69.9999771118,,,,,
density_20_nback_0_id_52,52,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6498260498,50.3998641968,54.2494010925,78.7993240356,,,,,
density_20_nback_0_id_53,53,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6495628357,49.3992538452,54.3992080688,67.3995666504,,,,,
density_20_nback_0_id_54,54,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6498451233,49.6492042542,55.5992393494,64.2991943359,,,,,
density_20_nback_0_id_55,55,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6492729187,49.6997947693,55.2993545532,65.7492294312,,,,,
density_20_nback_0_id_56,56,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.5999526978,55.299987793,57.1998558044,69.5999145508,,,,,
density_20_nback_0_id_57,57,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6503257751,50.3500442505,55.999912262,68.0000076294,,,,,
density_20_nback_0_id_5,5,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.5999717712,50.2495574951,65.0500183105,78.549987793,,,,,
density_20_nback_0_id_6,6,20,0,True,False,False,False,False,False,UNKNOWN,MISSING_TOR_COLUMN,VALIDATED,SINGLE,,48.4500923157,55.7501335144,70.5001220703,MISSING_TOR_COLUMN,MISSING_TOR_COLUMN,no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN),no TOR anchor (MISSING_TOR_COLUMN)
density_20_nback_0_id_7,7,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6991157532,49.5500144958,55.0498924255,67.2998504639,,,,,
density_20_nback_0_id_8,8,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.6000671387,50.0994224548,54.7501678467,75.800201416,,,,,
density_20_nback_0_id_9,9,20,0,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,48.650352478,49.5503425598,55.7502708435,64.2003173828,,,,,
density_20_nback_1_id_10,10,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,28.7000923157,30.0001888275,40.8994483948,59.2502174377,,,,,
density_20_nback_1_id_11,11,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1509056091,26.0000743866,30.450006485,40.4003677368,,,,,
density_20_nback_1_id_12,12,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.0990428925,25.3992652893,29.0992851257,38.4491729736,,,,,
density_20_nback_1_id_13,13,20,1,True,True,False,False,False,False,UNKNOWN,MULTI_UNRESOLVED,VALIDATED,SINGLE,,27.0993289948,31.2493782043,41.0500106812,,MULTI_UNRESOLVED,no TOR anchor (MULTI_UNRESOLVED),no TOR anchor (MULTI_UNRESOLVED),no TOR anchor (MULTI_UNRESOLVED)
density_20_nback_1_id_14,14,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,24.050819397,24.6001033783,29.9999656677,33.6504096985,,,,,
density_20_nback_1_id_15,15,20,1,True,True,True,False,False,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,ABSENT_COLUMN,SINGLE,24.1497268677,25.8497333527,,58.3495788574,,,lane change ABSENT_COLUMN,lane change ABSENT_COLUMN,
density_20_nback_1_id_16,16,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.0507888794,25.8003101349,31.5503120422,42.0000076294,,,,,
density_20_nback_1_id_17,17,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1003341675,25.4505405426,30.2003498077,39.150428772,,,,,
density_20_nback_1_id_18,18,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,24.0497589111,25.0997638702,29.5495948792,43.4997215271,,,,,
density_20_nback_1_id_19,19,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,24.0492706299,24.9991207123,30.0492324829,41.6991844177,,,,,
density_20_nback_1_id_1,1,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,24.0501327515,25.0493030548,36.3501396179,50.4500007629,,,,,
density_20_nback_1_id_20,20,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,28.700094223,30.7501869202,37.8001823425,54.6003379822,,,,,
density_20_nback_1_id_21,21,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.0991611481,25.7493419647,30.1493396759,43.8993873596,,,,,
density_20_nback_1_id_22,22,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,24.0502147675,24.6502094269,30.2502365112,35.200214386,,,,,
density_20_nback_1_id_23,23,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1003170013,26.1006889343,30.9502620697,38.3509063721,,,,,
density_20_nback_1_id_24,24,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1504001617,26.7004451752,29.5003986359,41.6996459961,,,,,
density_20_nback_1_id_25,25,20,1,True,True,True,False,False,True,UNKNOWN,SINGLE,ABSENT_COLUMN,SINGLE,28.6997108459,30.3996009827,,79.0004577637,,,lane change ABSENT_COLUMN,lane change ABSENT_COLUMN,
density_20_nback_1_id_26,26,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1496677399,25.999753952,31.6999702454,38.6497383118,,,,,
density_20_nback_1_id_27,27,20,1,True,True,False,False,False,False,UNKNOWN,MULTI_UNRESOLVED,VALIDATED,SINGLE,,31.3503990173,76.9001312256,99.2500228882,,MULTI_UNRESOLVED,no TOR anchor (MULTI_UNRESOLVED),no TOR anchor (MULTI_UNRESOLVED),no TOR anchor (MULTI_UNRESOLVED)
density_20_nback_1_id_28,28,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,49.1992111206,50.3492240906,53.9492111206,65.3992004395,,,,,
density_20_nback_1_id_29,29,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1002998352,25.6001205444,28.4001255035,42.0002593994,,,,,
density_20_nback_1_id_2,2,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.1002006531,26.1002388,29.9002952576,37.8000640869,,,,,
density_20_nback_1_id_30,30,20,1,True,True,True,True,True,True,UNKNOWN,SINGLE,VALIDATED,SINGLE,28.6994743347,30.4502429962,36.6000213623,47.8495559692,,,,,
density_20_nback_1_id_31,31,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.0494308472,25.2494087219,30.7994041443,43.1496353149,,,,,
density_20_nback_1_id_32,32,20,1,True,True,True,True,True,True,UNKNOWN,MULTI_RESOLVED_BY_PROTOCOL_TTC,VALIDATED,SINGLE,24.0996799469,25.8003063202,29.3000564575,38.100402832,,,,,
