trial_id,participant_id,scenario_id,density,nback,T_stable_candA,candA_settled,T_stable_candB,candB_settled,T_stable_candC,candC_settled,T_stable_candD,candD_settled,candB_minus_candA,candD_minus_candA
density_10_nback_2_id_45,45,density_10_nback_2,10,2,57.90000009536743,True,81.70000004768372,True,,False,36.0,True,23.799999952316284,-21.90000009536743
density_20_nback_0_id_45,45,density_20_nback_0,20,0,68.65000009536743,True,,False,,False,57.84999990463257,True,,-10.800000190734863
density_20_nback_1_id_45,45,density_20_nback_1,20,1,62.84999990463257,True,79.34999990463257,True,,False,41.950000047683716,True,16.5,-20.899999856948853
density_20_nback_2_id_45,45,density_20_nback_2,20,2,68.04999995231628,True,85.54999995231628,True,,False,55.59999990463257,True,17.5,-12.450000047683716
density_0_nback_0_id_46,46,density_0_nback_0,0,0,37.25,True,,False,,False,37.15000009536743,True,,-0.09999990463256836
density_0_nback_1_id_46,46,density_0_nback_1,0,1,61.40000009536743,True,,False,,False,46.700000047683716,True,,-14.700000047683716
density_0_nback_2_id_46,46,density_0_nback_2,0,2,52.90000009536743,True,73.65000009536743,True,,False,39.65000009536743,True,20.75,-13.25
density_10_nback_0_id_46,46,density_10_nback_0,10,0,21.25,True,,False,,False,29.0,True,,7.75
density_10_nback_1_id_46,46,density_10_nback_1,10,1,44.950000047683716,True,45.799999952316284,True,45.549999952316284,True,35.200000047683716,True,0.8499999046325684,-9.75
density_10_nback_2_id_46,46,density_10_nback_2,10,2,34.34999990463257,True,,False,,False,36.200000047683716,True,,1.8500001430511475
density_20_nback_0_id_46,46,density_20_nback_0,20,0,58.700000047683716,True,,False,,False,56.75,True,,-1.9500000476837158
density_20_nback_1_id_46,46,density_20_nback_1,20,1,50.700000047683716,True,,False,50.700000047683716,True,42.09999990463257,True,,-8.600000143051147
density_20_nback_2_id_46,46,density_20_nback_2,20,2,71.65000009536743,True,79.84999990463257,True,,False,52.0,True,8.199999809265137,-19.65000009536743
density_0_nback_0_id_47,47,density_0_nback_0,0,0,45.84999990463257,True,45.5,True,,False,37.65000009536743,True,-0.34999990463256836,-8.199999809265137
density_0_nback_1_id_47,47,density_0_nback_1,0,1,48.0,True,,False,,False,46.40000009536743,True,,-1.5999999046325684
density_0_nback_2_id_47,47,density_0_nback_2,0,2,55.25,True,38.799999952316284,True,,False,39.40000009536743,True,-16.450000047683716,-15.849999904632568
density_10_nback_0_id_47,47,density_10_nback_0,10,0,47.299999952316284,True,,False,,False,29.200000047683716,True,,-18.09999990463257
density_10_nback_1_id_47,47,density_10_nback_1,10,1,53.5,True,56.450000047683716,True,,False,36.549999952316284,True,2.950000047683716,-16.950000047683716
density_10_nback_2_id_47,47,density_10_nback_2,10,2,27.59999990463257,True,,False,,False,36.75,True,,9.150000095367432
density_20_nback_0_id_47,47,density_20_nback_0,20,0,63.09999990463257,True,70.45000004768372,True,,False,57.75,True,7.3500001430511475,-5.349999904632568
density_20_nback_1_id_47,47,density_20_nback_1,20,1,50.450000047683716,True,,False,,False,42.049999952316284,True,,-8.400000095367432
density_20_nback_2_id_47,47,density_20_nback_2,20,2,82.65000009536743,True,88.54999995231628,True,,False,60.90000009536743,True,5.8999998569488525,-21.75
density_0_nback_0_id_48,48,density_0_nback_0,0,0,68.84999990463257,True,90.90000009536743,True,,False,37.65000009536743,True,22.050000190734863,-31.199999809265137
density_0_nback_1_id_48,48,density_0_nback_1,0,1,57.0,True,,False,,False,51.950000047683716,True,,-5.049999952316284
density_0_nback_2_id_48,48,density_0_nback_2,0,2,52.049999952316284,True,79.15000009536743,True,,False,43.0,True,27.100000143051147,-9.049999952316284
density_10_nback_0_id_48,48,density_10_nback_0,10,0,21.15000009536743,True,70.65000009536743,True,,False,28.799999952316284,True,49.5,7.6499998569488525
density_10_nback_1_id_48,48,density_10_nback_1,10,1,41.25,True,33.75,True,,False,52.5,True,-7.5,11.25
density_10_nback_2_id_48,48,density_10_nback_2,10,2,27.450000047683716,True,,False,,False,41.950000047683716,True,,14.5
density_20_nback_0_id_48,48,density_20_nback_0,20,0,73.0,True,,False,,False,65.95000004768372,True,,-7.049999952316284
density_20_nback_1_id_48,48,density_20_nback_1,20,1,60.049999952316284,True,57.15000009536743,True,,False,44.200000047683716,True,-2.8999998569488525,-15.849999904632568
density_20_nback_2_id_48,48,density_20_nback_2,20,2,74.70000004768372,True,93.34999990463257,True,,False,53.25,True,18.649999856948853,-21.450000047683716
density_0_nback_0_id_49,49,density_0_nback_0,0,0,63.049999952316284,True,33.84999990463257,True,,False,37.09999990463257,True,-29.200000047683716,-25.950000047683716
density_0_nback_1_id_49,49,density_0_nback_1,0,1,83.70000004768372,True,,False,,False,46.950000047683716,True,,-36.75
density_0_nback_2_id_49,49,density_0_nback_2,0,2,69.54999995231628,True,77.20000004768372,True,,False,39.40000009536743,True,7.650000095367432,-30.149999856948853
density_10_nback_0_id_49,49,density_10_nback_0,10,0,21.34999990463257,True,78.54999995231628,True,,False,34.75,True,57.200000047683716,13.400000095367432
density_10_nback_1_id_49,49,density_10_nback_1,10,1,64.09999990463257,True,50.950000047683716,True,,False,35.549999952316284,True,-13.149999856948853,-28.549999952316284
density_10_nback_2_id_49,49,density_10_nback_2,10,2,76.95000004768372,True,79.25,True,,False,36.34999990463257,True,2.299999952316284,-40.60000014305115
density_20_nback_0_id_49,49,density_20_nback_0,20,0,100.20000004768372,True,78.15000009536743,True,122.5,True,64.45000004768372,True,-22.049999952316284,-35.75
density_20_nback_1_id_49,49,density_20_nback_1,20,1,97.04999995231628,True,,False,,False,55.09999990463257,True,,-41.950000047683716
density_20_nback_2_id_49,49,density_20_nback_2,20,2,111.34999990463257,True,47.549999952316284,True,,False,70.0,True,-63.799999952316284,-41.34999990463257
density_0_nback_0_id_50,50,density_0_nback_0,0,0,39.34999990463257,True,,False,,False,38.59999990463257,True,,-0.75
density_0_nback_1_id_50,50,density_0_nback_1,0,1,36.15000009536743,True,,False,,False,46.90000009536743,True,,10.75
density_0_nback_2_id_50,50,density_0_nback_2,0,2,50.59999990463257,True,78.75,True,,False,42.200000047683716,True,28.15000009536743,-8.399999856948853
density_10_nback_0_id_50,50,density_10_nback_0,10,0,21.299999952316284,True,35.84999990463257,True,,False,29.549999952316284,True,14.549999952316284,8.25
density_10_nback_1_id_50,50,density_10_nback_1,10,1,52.700000047683716,True,38.700000047683716,True,,False,36.049999952316284,True,-14.0,-16.65000009536743
density_10_nback_2_id_50,50,density_10_nback_2,10,2,36.950000047683716,True,,False,36.950000047683716,True,36.84999990463257,True,,-0.10000014305114746
density_20_nback_0_id_50,50,density_20_nback_0,20,0,68.5,True,,False,,False,57.5,True,,-11.0
density_20_nback_1_id_50,50,density_20_nback_1,20,1,30.049999952316284,True,52.799999952316284,True,,False,43.25,True,22.75,13.200000047683716
density_20_nback_2_id_50,50,density_20_nback_2,20,2,80.79999995231628,True,87.20000004768372,True,,False,60.0,True,6.400000095367432,-20.799999952316284
density_0_nback_0_id_51,51,density_0_nback_0,0,0,54.950000047683716,True,,False,,False,37.59999990463257,True,,-17.350000143051147
density_0_nback_1_id_51,51,density_0_nback_1,0,1,59.25,True,,False,,False,46.450000047683716,True,,-12.799999952316284
density_0_nback_2_id_51,51,density_0_nback_2,0,2,40.0,True,73.20000004768372,True,,False,39.40000009536743,True,33.200000047683716,-0.5999999046325684
density_10_nback_0_id_51,51,density_10_nback_0,10,0,21.15000009536743,True,36.40000009536743,True,,False,29.65000009536743,True,15.25,8.5
density_10_nback_1_id_51,51,density_10_nback_1,10,1,42.34999990463257,True,54.84999990463257,True,,False,36.75,True,12.5,-5.599999904632568
density_10_nback_2_id_51,51,density_10_nback_2,10,2,53.700000047683716,True,,False,,False,37.15000009536743,True,,-16.549999952316284
density_20_nback_0_id_51,51,density_20_nback_0,20,0,59.950000047683716,True,,False,,False,57.59999990463257,True,,-2.3500001430511475
density_20_nback_1_id_51,51,density_20_nback_1,20,1,93.84999990463257,True,54.450000047683716,True,,False,77.54999995231628,True,-39.39999985694885,-16.299999952316284
density_20_nback_2_id_51,51,density_20_nback_2,20,2,74.59999990463257,True,77.75,True,,False,54.90000009536743,True,3.1500000953674316,-19.699999809265137
density_0_nback_0_id_52,52,density_0_nback_0,0,0,47.65000009536743,True,,False,,False,37.09999990463257,True,,-10.550000190734863
density_0_nback_1_id_52,52,density_0_nback_1,0,1,63.200000047683716,True,,False,,False,53.049999952316284,True,,-10.150000095367432
density_0_nback_2_id_52,52,density_0_nback_2,0,2,57.34999990463257,True,35.59999990463257,True,,False,40.15000009536743,True,-21.75,-17.199999809265137
density_10_nback_0_id_52,52,density_10_nback_0,10,0,32.700000047683716,True,,False,,False,32.09999990463257,True,,-0.6000001430511475
density_10_nback_1_id_52,52,density_10_nback_1,10,1,54.84999990463257,True,29.90000009536743,True,55.0,True,35.25,True,-24.949999809265137,-19.59999990463257
density_10_nback_2_id_52,52,density_10_nback_2,10,2,43.84999990463257,True,,False,,False,35.90000009536743,True,,-7.949999809265137
density_20_nback_0_id_52,52,density_20_nback_0,20,0,63.09999990463257,True,70.09999990463257,True,75.90000009536743,True,58.25,True,7.0,-4.849999904632568
density_20_nback_1_id_52,52,density_20_nback_1,20,1,45.59999990463257,True,96.20000004768372,True,,False,78.0,True,50.60000014305115,32.40000009536743
density_20_nback_2_id_52,52,density_20_nback_2,20,2,135.45000004768372,True,151.65000009536743,True,,False,122.84999990463257,True,16.200000047683716,-12.600000143051147
density_0_nback_0_id_53,53,density_0_nback_0,0,0,42.049999952316284,True,71.95000004768372,True,,False,36.950000047683716,True,29.90000009536743,-5.099999904632568
density_0_nback_1_id_53,53,density_0_nback_1,0,1,46.59999990463257,True,,False,,False,45.200000047683716,True,,-1.3999998569488525
density_0_nback_2_id_53,53,density_0_nback_2,0,2,60.799999952316284,True,74.5,True,,False,39.0,True,13.700000047683716,-21.799999952316284
density_10_nback_0_id_53,53,density_10_nback_0,10,0,40.65000009536743,True,,False,,False,28.90000009536743,True,,-11.75
density_10_nback_1_id_53,53,density_10_nback_1,10,1,50.450000047683716,True,50.299999952316284,True,,False,35.40000009536743,True,-0.15000009536743164,-15.049999952316284
density_10_nback_2_id_53,53,density_10_nback_2,10,2,27.34999990463257,True,,False,,False,35.700000047683716,True,,8.350000143051147
density_20_nback_0_id_53,53,density_20_nback_0,20,0,73.84999990463257,True,,False,,False,57.0,True,,-16.84999990463257
density_20_nback_1_id_53,53,density_20_nback_1,20,1,60.15000009536743,True,79.29999995231628,True,,False,41.799999952316284,True,19.149999856948853,-18.350000143051147
density_20_nback_2_id_53,53,density_20_nback_2,20,2,68.04999995231628,True,69.0,True,,False,51.09999990463257,True,0.9500000476837158,-16.950000047683716
density_0_nback_0_id_54,54,density_0_nback_0,0,0,49.25,True,,False,,False,37.0,True,,-12.25
density_0_nback_1_id_54,54,density_0_nback_1,0,1,57.84999990463257,True,,False,,False,46.40000009536743,True,,-11.449999809265137
density_0_nback_2_id_54,54,density_0_nback_2,0,2,48.40000009536743,True,,False,,False,39.15000009536743,True,,-9.25
density_10_nback_0_id_54,54,density_10_nback_0,10,0,21.299999952316284,True,,False,,False,28.700000047683716,True,,7.400000095367432
density_10_nback_1_id_54,54,density_10_nback_1,10,1,47.84999990463257,True,54.049999952316284,True,47.950000047683716,True,35.65000009536743,True,6.200000047683716,-12.199999809265137
density_10_nback_2_id_54,54,density_10_nback_2,10,2,27.34999990463257,True,,False,,False,36.799999952316284,True,,9.450000047683716
density_20_nback_0_id_54,54,density_20_nback_0,20,0,68.54999995231628,True,,False,,False,57.09999990463257,True,,-11.450000047683716
density_20_nback_1_id_54,54,density_20_nback_1,20,1,50.34999990463257,True,34.700000047683716,True,,False,38.09999990463257,True,-15.649999856948853,-12.25
density_20_nback_2_id_54,54,density_20_nback_2,20,2,68.95000004768372,True,56.25,True,,False,54.59999990463257,True,-12.700000047683716,-14.350000143051147
density_0_nback_0_id_55,55,density_0_nback_0,0,0,48.90000009536743,True,,False,,False,38.84999990463257,True,,-10.050000190734863
density_0_nback_1_id_55,55,density_0_nback_1,0,1,67.34999990463257,True,,False,,False,47.450000047683716,True,,-19.899999856948853
density_0_nback_2_id_55,55,density_0_nback_2,0,2,47.5,True,79.29999995231628,True,,False,41.34999990463257,True,31.799999952316284,-6.150000095367432
density_10_nback_0_id_55,55,density_10_nback_0,10,0,30.40000009536743,True,33.799999952316284,True,,False,29.25,True,3.3999998569488525,-1.1500000953674316
density_10_nback_1_id_55,55,density_10_nback_1,10,1,39.90000009536743,True,31.5,True,,False,36.34999990463257,True,-8.400000095367432,-3.5500001907348633
density_10_nback_2_id_55,55,density_10_nback_2,10,2,27.40000009536743,True,,False,,False,37.049999952316284,True,,9.649999856948853
density_20_nback_0_id_55,55,density_20_nback_0,20,0,68.54999995231628,True,,False,65.90000009536743,True,56.84999990463257,True,,-11.700000047683716
density_20_nback_1_id_55,55,density_20_nback_1,20,1,64.25,True,37.049999952316284,True,,False,45.34999990463257,True,-27.200000047683716,-18.90000009536743
density_20_nback_2_id_55,55,density_20_nback_2,20,2,100.25,True,58.90000009536743,True,,False,81.5,True,-41.34999990463257,-18.75
density_0_nback_0_id_56,56,density_0_nback_0,0,0,48.75,True,,False,,False,37.200000047683716,True,,-11.549999952316284
density_0_nback_1_id_56,56,density_0_nback_1,0,1,58.049999952316284,True,,False,,False,45.450000047683716,True,,-12.599999904632568
density_0_nback_2_id_56,56,density_0_nback_2,0,2,52.75,True,71.90000009536743,True,,False,39.25,True,19.15000009536743,-13.5
density_10_nback_0_id_56,56,density_10_nback_0,10,0,44.65000009536743,True,23.84999990463257,True,,False,28.950000047683716,True,-20.800000190734863,-15.700000047683716
density_10_nback_1_id_56,56,density_10_nback_1,10,1,49.299999952316284,True,51.84999990463257,True,,False,35.700000047683716,True,2.549999952316284,-13.599999904632568
density_10_nback_2_id_56,56,density_10_nback_2,10,2,28.0,True,,False,,False,36.09999990463257,True,,8.099999904632568
density_20_nback_0_id_56,56,density_20_nback_0,20,0,74.70000004768372,True,,False,,False,57.34999990463257,True,,-17.350000143051147
density_20_nback_1_id_56,56,density_20_nback_1,20,1,72.79999995231628,True,31.049999952316284,True,,False,38.75,True,-41.75,-34.049999952316284
density_20_nback_2_id_56,56,density_20_nback_2,20,2,77.40000009536743,True,57.75,True,,False,53.75,True,-19.65000009536743,-23.65000009536743
density_0_nback_0_id_57,57,density_0_nback_0,0,0,47.700000047683716,True,,False,,False,37.15000009536743,True,,-10.549999952316284
density_0_nback_1_id_57,57,density_0_nback_1,0,1,36.200000047683716,True,,False,,False,47.0,True,,10.799999952316284
density_0_nback_2_id_57,57,density_0_nback_2,0,2,51.15000009536743,True,,False,,False,39.25,True,,-11.900000095367432
density_10_nback_0_id_57,57,density_10_nback_0,10,0,21.200000047683716,True,,False,,False,29.09999990463257,True,,7.8999998569488525
density_10_nback_1_id_57,57,density_10_nback_1,10,1,53.40000009536743,True,64.0,True,53.450000047683716,True,38.59999990463257,True,10.599999904632568,-14.800000190734863
density_10_nback_2_id_57,57,density_10_nback_2,10,2,52.200000047683716,True,,False,,False,37.40000009536743,True,,-14.799999952316284
density_20_nback_0_id_57,57,density_20_nback_0,20,0,73.40000009536743,True,,False,,False,60.049999952316284,True,,-13.350000143051147
density_20_nback_1_id_57,57,density_20_nback_1,20,1,30.0,True,51.25,True,,False,44.09999990463257,True,21.25,14.099999904632568
density_20_nback_2_id_57,57,density_20_nback_2,20,2,60.549999952316284,True,66.84999990463257,True,,False,51.34999990463257,True,6.299999952316284,-9.200000047683716
